"Name","Namespace","ParamRaw","Description"
"UI_AutosaveMessageHide","UI","","DEPRECATED! Removes a message added by UI_AutosaveMessageShow."
"UI_AutosaveMessageShow","UI","","DEPRECATED! Shows a message indicating that the game is autosaving."
"UI_CameraOptionsPopup","UI","","Opens a pop-up which takes the user directly to the camera settings"
"UI_CapturePointLinesHide","UI","","Toggle off capture-point boundary lines. Each call to UI_CapturePointLinesHide must be matched by a call to UI_CapturePointLinesShow"
"UI_CapturePointLinesShow","UI","","Toggle on capture-point boundary lines. Each call to UI_CapturePointLinesShow must be matched by a call to UI_CapturePointLinesHide"
"UI_Clear","UI","String elementName","Clear the contents of elementName."
"UI_ClearEventCueFromID","UI","Integer id","Clears an event cue with a specific ID. The ID is obtained as a return value from either UI_CreateEventCueClickable or UI_CreateEventCueClickableByType."
"UI_ClearEventCues","UI","","Clears all active event cues"
"UI_ClearModalAbilityPhaseCallback","UI","","Clears the ability phase callback."
"UI_ClearModalConstructionPhaseCallback","UI","","Clears the construction phase callback."
"UI_ClearModalHoverCallback","UI","","Clears the construction phase callback."
"UI_ClearSkipNISCallback","UI","","Clears the try-to-skip-NIS callback"
"UI_CommandCardSetColumns","UI","Integer columns","Set the numner of columns in the command card."
"UI_CommandCardSetRows","UI","Integer rows","Set the numner of rows in the command card."
"UI_CoverPreviewHide","UI","","Toggle off cover preview. Each call to UI_CoverPreviewHide must be matched by a call to UI_CoverPreviewShow"
"UI_CoverPreviewShow","UI","","Toggle on cover preview. Each call to UI_CoverPreviewShow must be matched by a call to UI_CoverPreviewHide"
"UI_CreateCustomEventCueFrom","UI","sender player. Can be null. Used for retrieving player information. E.g. team color., event type id, visible duration of the event cue., enable repeat filtering if > 0. Make the event cue alive but not visible beyond its lifetime., when repeatTime > 0) how many times a event cue with the same customEventType can be repeated during repeatTime, when repeatTime > 0) filter out a event cue if it's within the range of a existing one with the same customEventType, title text if any, description text if any, ui data template of the event cue., path to the custom icon if any., color red channel., color green channel., color blue channel., color red alpha., event cue visibility flags. ECV_None: not visible ECV_Queue: visible in the queue ECV_Title: visible as title ECV_Queue | ECV_Title : both, Control event cue visibility in action ECAV_Global ECAV_ExecuterIsOwnOrAlly ECAV_ExecuterIsEnemy ECAV_CanSeeExecutor ECAV_CanSeeTarget ECAV_CanEnemySeeExecutor ECAV_TargetIsOwn ECAV_TargetIsAlly ECAV_OwnsTargetAndExecuterIsEnemy ECAV_AlliedToTargetAndExecuterIsEnemy ECAV_ExecuterIsOwn ECAV_ExecuterIsAlly ECAV_CanSeeTargetAndExecutorIsOwnOrAlly ECAV_CanSeeTargetAndExecutorIsOwn, function callback function.","Create a event cue from a sender."
"UI_CreateEntityKickerMessage","UI","target entity, localized message to display., relative path to the icon. Displayed before the message. Empty string ("""") to not use an icon., relative path to the symbol. Displayed after the message. Empty string ("""") to not use a symbol., offset on the x axis., offset on the y axis.","Create a custom kicker message on the given entity."
"UI_CreateEventCueClickable","UI","Integer customEventType, Real lifetime, Integer repeatCount, Real repeatTime, String title, String description, String dataTemplate, String iconPath, String soundPath, Integer red, Integer green, Integer blue, Integer alpha, EventCueVisibility visibility, LuaFunction function","Creates a custom event cue. The Lua function callback passed in takes an ID as an argument which can be used to clear the event cue with UI_ClearEventCueFromID."
"UI_CreateEventCueClickableByType","UI","UIEventType eventType, Real lifetime, String title, String description, String dataTemplate, String iconPath, String soundPath, Integer red, Integer green, Integer blue, Integer alpha, EventCueVisibility visibility, LuaFunction function","Creates a named event cue. Returns the ID associated to the created event cue item. This ID can be used to clear the event cue item with UI_ClearEventCueFromID. The Lua function callback passed in takes an ID as an argument which can be used to clear the event cue with UI_ClearEventCueFromID."
"UI_CreateEventCueClickableCanQueue","UI","Integer customEventType, Real lifetime, Integer repeatCount, Real repeatTime, String title, String description, String dataTemplate, String iconPath, String soundPath, Integer red, Integer green, Integer blue, Integer alpha, EventCueVisibility visibility, LuaFunction function","Creates a custom event cue. The Lua function callback passed in takes an ID as an argument which can be used to clear the event cue with UI_ClearEventCueFromID. Enables optional parameter that allows the event to only tick its duration whilst it is at the front of the stack to ensure it will always be visible in the high-priority stack."
"UI_CreateMinimapBlipOnMarkerFrom","UI","PlayerID sender, MarkerID marker, Real lifeTime, String dataTemplate","Create a blips on a ScarMarker from a sender. sender is used for retrieving player information like team color"
"UI_CreateMinimapBlipOnPosFrom","UI","PlayerID sender, Position position, Real lifeTime, String dataTemplate","Create a blips on a position from a sender. sender is used for retrieving player information like team color"
"UI_CreatePositionKickerMessage","UI","target position, localized message to display, relative path to the icon. Displayed before the message., relative path to the symbol. Displayed after the message., number of seconds the kicker should be displayed for. 0 to use default value., offset on the x axis., offset on the y axis.","Create a custom kicker message on the given position."
"UI_CreateSimpleEntityKickerMessage","UI","target entity, localized message to display.","Create a simple text only kicker message on the given entity."
"UI_CreateSimplePositionKickerMessage","UI","target position, localized message to display","Create a simple text only kicker message on the given position."
"UI_CreateSimpleSquadKickerMessage","UI","target squad, localized message to display","Create a simple text only kicker message on the given squad."
"UI_CreateSquadKickerMessage","UI","target squad, localized message to display, relative path to the icon. Displayed before the message., relative path to the symbol. Displayed after the message., number of seconds the kicker should be displayed for. 0 to use default value., offset on the x axis., offset on the y axis.","Create a custom kicker message on the given squad."
"UI_CreateTagForPosition","UI","a scar position. Won't accept a position extremely close (std::numeric_limits<float>::min()) to the existing ones.","Create a position tag."
"UI_CursorHide","UI","","Hides the mouse cursor"
"UI_CursorShow","UI","","Shows the mouse cursor if it has been hidden"
"UI_DestroyTagForPosition","UI","same of or extremely close (std::numeric_limits<float>::min()) to an existing position. If there are multiple candidates, delete the closest.","Destroy a position tag"
"UI_EnableEntityDecorator","UI","EntityID entity, Boolean enabled","Enable or disable entity decorator. The default is decorator enabled."
"UI_EnableEntityMinimapIndicator","UI","EntityID entity, Boolean enabled","Enable or disable entity minimap indicator. The default is enabled."
"UI_EnableEntitySelectionVisuals","UI","EntityID entity, Boolean enabled","Enable or disable entity selection visuals. The default is visuals enabled."
"UI_EnableGameEventCueType","UI","GameEventID gameEventType, Boolean enable","Enables or disables event cues."
"UI_EnableResourceTypeKicker","UI","ResourceType resourceType, Boolean enable","Enables or disables resource kickers."
"UI_EnableSquadDecorator","UI","SquadID squad, Boolean enabled","Enable or disable the squad decorator. The default is decorator enabled."
"UI_EnableSquadMinimapIndicator","UI","SquadID squad, Boolean enabled","Enable or disable squad minimap indicator. The default is enabled."
"UI_EnableUIEventCueType","UI","UIEventType uiEventType, Boolean enable","Enables or disables event cues."
"UI_FadeOutEventCueFromID","UI","Integer id","Triggers an event cue to start its fadeout animation. The animation is determined in XAML."
"UI_FlashAbilityButton","UI","ScarAbilityPBG ability, Boolean stopOnClick","Flash an ability command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashConstructionButton","UI","ScarEntityPBG ebp, Boolean stopOnClick","Flash a construction item command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashEntity","UI","EntityID entity, String actionOnName","Flashes the entity using attributes from [tuning][ui]"
"UI_FlashEntityCommandButton","UI","EntityCommandType command, Boolean stopOnClick","Flash an entity order command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashEventCue","UI","Integer eventCueID, Boolean stopOnClick","Flash an event cue item.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashMenu","UI","String menuName, Boolean stopOnClick","Flash a menu command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashObjectiveCounter","UI","Integer objectiveID","Flash an objective counter.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashObjectiveIcon","UI","Integer objectiveID, Boolean stopOnClick","Flash an objective.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashProductionBuildingButton","UI","String type, Boolean stopOnClick","Flash a production building button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashProductionButton","UI","ProductionItemType type, PropertyBagGroup pbg, Boolean stopOnClick","Flash a production item command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashSquadCommandButton","UI","SquadCommandType command, Boolean stopOnClick","Flash a squad order command button.  Pass the return value to UI_StopFlashing to stop flashing the button."
"UI_FlashUSSEntityButton","UI","EntityID entity, Boolean stopOnClick","Flash a button on the USS for this entity.  Pass the return value to UI_StopFlashing to stop flashing the button."
